ParticipantID,BatteryChargeStartDate,BatteryChargeStopDate,Starting SoC (of 12),Ending SoC (of 12)
GC08,2014-03-29 18:42 ,2014-03-30 00:23 ,4,12
GC08,2014-03-30 15:32 ,2014-03-30 20:09 ,6,12
GC08,2014-03-31 15:18 ,2014-03-31 16:55 ,11,12
GC08,2014-03-31 19:31 ,2014-03-31 22:00 ,10,12
GC08,2014-04-01 14:53 ,2014-04-01 17:50 ,4,11
GC08,2014-04-01 18:11 ,2014-04-01 20:42 ,11,12
GC08,2014-04-02 15:03 ,2014-04-02 21:14 ,4,12
GC08,2014-04-03 11:00 ,2014-04-03 11:30 ,3,10
GC08,2014-04-03 19:18 ,2014-04-03 23:18 ,7,12
GC08,2014-04-04 23:17 ,2014-04-05 02:37 ,8,12
GC08,2014-04-14 12:23 ,2014-04-14 16:23 ,7,12
GC08,2014-04-15 17:56 ,2014-04-15 21:38 ,8,12
GC08,2014-04-17 17:41 ,2014-04-17 18:36 ,4,12
GC08,2014-04-17 19:09 ,2014-04-17 21:09 ,10,12
GC08,2014-04-18 17:59 ,2014-04-18 22:52 ,6,12
GC08,2014-04-19 22:39 ,2014-04-20 00:02 ,11,12
GC08,2014-04-20 18:48 ,2014-04-20 21:50 ,9,12
GC08,2014-04-21 17:31 ,2014-04-21 18:08 ,8,8
GC08,2014-04-22 15:12 ,2014-04-22 16:08 ,5,6
GC08,2014-04-22 18:25 ,2014-04-22 19:01 ,7,8
GC08,2014-04-22 19:26 ,2014-04-22 23:17 ,8,12
GC08,2014-04-23 18:17 ,2014-04-23 20:44 ,10,12
GC08,2014-04-24 15:35 ,2014-04-24 18:32 ,9,12
GC08,2014-04-24 20:43 ,2014-04-24 21:14 ,12,12
GC08,2014-04-25 19:26 ,2014-04-25 22:28 ,9,12
GC08,2014-04-26 19:36 ,2014-04-26 23:35 ,8,12
GC08,2014-04-28 20:05 ,2014-04-29 00:13 ,7,12
GC08,2014-04-29 15:18 ,2014-04-29 17:25 ,10,12
GC08,2014-04-29 19:36 ,2014-04-29 20:10 ,12,12
GC08,2014-04-30 18:25 ,2014-04-30 21:51 ,8,12
GC08,2014-05-01 14:39 ,2014-05-01 17:57 ,7,12
GC08,2014-05-01 19:20 ,2014-05-01 20:54 ,12,12
GC08,2014-05-02 18:11 ,2014-05-02 19:42 ,11,12
GC08,2014-05-03 19:30 ,2014-05-04 00:40 ,5,12
GC08,2014-05-05 15:04 ,2014-05-05 17:51 ,10,12
GC08,2014-05-06 18:23 ,2014-05-06 22:36 ,9,12
GC08,2014-05-07 14:45 ,2014-05-07 15:31 ,8,10
GC08,2014-05-08 07:39 ,2014-05-08 10:37 ,10,12
GC08,2014-05-09 12:38 ,2014-05-09 13:19 ,2,11
GC08,2014-05-09 18:09 ,2014-05-09 20:13 ,10,12
GC08,2014-05-10 19:28 ,2014-05-10 21:15 ,9,12
GC08,2014-05-12 14:08 ,2014-05-12 15:03 ,7,12
GC08,2014-05-13 15:00 ,2014-05-13 19:12 ,7,12
GC08,2014-05-15 19:20 ,2014-05-15 23:46 ,6,12
GC08,2014-05-17 20:01 ,2014-05-17 23:20 ,7,12
GC08,2014-05-18 22:37 ,2014-05-19 01:34 ,8,12
GC08,2014-05-19 19:23 ,2014-05-19 23:44 ,5,12
GC08,2014-05-20 15:45 ,2014-05-20 19:49 ,6,12
GC08,2014-05-22 14:50 ,2014-05-22 17:54 ,8,12
GC08,2014-05-23 19:17 ,2014-05-24 00:19 ,6,12
GC08,2014-05-24 21:06 ,2014-05-24 23:06 ,11,12
GC08,2014-05-30 17:46 ,2014-05-30 18:36 ,11,12
GC08,2014-05-31 22:46 ,2014-06-01 01:41 ,9,12
GC08,2014-06-03 19:12 ,2014-06-03 22:51 ,7,12
GC08,2014-06-04 18:47 ,2014-06-04 21:08 ,10,12
GC08,2014-06-05 19:27 ,2014-06-05 23:46 ,7,12
GC08,2014-06-07 19:08 ,2014-06-08 01:01 ,4,12
GC08,2014-06-09 19:29 ,2014-06-10 00:37 ,4,12
GC08,2014-06-10 19:22 ,2014-06-10 22:03 ,8,12
GC08,2014-06-15 15:30 ,2014-06-15 17:59 ,9,12
GC08,2014-06-16 12:25 ,2014-06-16 13:16 ,9,12
GC08,2014-06-17 15:06 ,2014-06-17 17:53 ,8,12
GC08,2014-06-22 15:59 ,2014-06-22 18:17 ,10,12
GC08,2014-06-23 12:23 ,2014-06-23 12:54 ,5,11
GC08,2014-06-23 19:49 ,2014-06-24 02:10 ,2,12
GC08,2014-06-24 13:58 ,2014-06-24 14:45 ,2,11
GC08,2014-06-26 07:52 ,2014-06-26 09:23 ,8,12
